0.000000000000000000e+00 7.000000000000000000e+03 1.000000000000000056e-01 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 2.000000000000000000e+02
2.880000000000000000e+02 7.000156072614479854e+03 9.999776764006161611e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999999711901617729e+02
5.760000000000000000e+02 7.000312150501456017e+03 9.999553530444350857e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999999423803235459e+02
8.640000000000000000e+02 7.000468233661164049e+03 9.999330299314573844e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999999135704853188e+02
1.152000000000000000e+03 7.000624322093839510e+03 9.999107070616833348e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999998847606470918e+02
1.440000000000000000e+03 7.000780415799719776e+03 9.998883844351134920e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999998559508088647e+02
1.728000000000000000e+03 7.000936514779041318e+03 9.998660620517481334e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999998271409706376e+02
2.016000000000000000e+03 7.001092619032039693e+03 9.998437399115876756e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999997983311324106e+02
2.304000000000000000e+03 7.001248728558951370e+03 9.998214180146325347e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999997695212941835e+02
2.592000000000000000e+03 7.001404843360012819e+03 9.997990963608831272e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999997407114559564e+02
2.880000000000000000e+03 7.001560963435460508e+03 9.997767749503397305e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999997119016177294e+02
3.168000000000000000e+03 7.001717088785530905e+03 9.997544537830028999e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999996830917795023e+02
3.456000000000000000e+03 7.001873219410460479e+03 9.997321328588729128e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999996542819412753e+02
3.744000000000000000e+03 7.002029355310485698e+03 9.997098121779501856e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999996254721030482e+02
4.032000000000000000e+03 7.002185496485843032e+03 9.996874917402352734e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999995966622648211e+02
4.320000000000000000e+03 7.002341642936768949e+03 9.996651715457284537e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999995678524265941e+02
4.608000000000000000e+03 7.002497794663499917e+03 9.996428515944301429e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999995390425883670e+02
4.896000000000000000e+03 7.002653951666272405e+03 9.996205318863406186e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999995102327501399e+02
5.184000000000000000e+03 7.002810113945322883e+03 9.995982124214604359e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999994814229119129e+02
5.472000000000000000e+03 7.002966281500887817e+03 9.995758931997900110e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999994526130736858e+02
5.760000000000000000e+03 7.003122454333203677e+03 9.995535742213296215e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999994238032354588e+02
6.048000000000000000e+03 7.003278632442506932e+03 9.995312554860796839e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999993949933972317e+02
6.336000000000000000e+03 7.003434815829034960e+03 9.995089369940407531e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999993661835590046e+02
6.624000000000000000e+03 7.003591004493023320e+03 9.994866187452131068e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999993373737207776e+02
6.912000000000000000e+03 7.003747198434708480e+03 9.994643007395970224e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999993085638825505e+02
7.200000000000000000e+03 7.003903397654327819e+03 9.994419829771930552e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999992797540443235e+02
7.488000000000000000e+03 7.004059602152117805e+03 9.994196654580016215e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999992509442060964e+02
7.776000000000000000e+03 7.004215811928314906e+03 9.993973481820229987e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999992221343678693e+02
8.064000000000000000e+03 7.004372026983155592e+03 9.993750311492577421e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999991933245296423e+02
8.352000000000000000e+03 7.004528247316876332e+03 9.993527143597061291e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999991645146914152e+02
8.640000000000000000e+03 7.004684472929714502e+03 9.993303978133685761e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999991357048531881e+02
8.928000000000000000e+03 7.004840703821905663e+03 9.993080815102454995e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999991068950149611e+02
9.216000000000000000e+03 7.004996939993687192e+03 9.992857654503373155e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999990780851767340e+02
9.504000000000000000e+03 7.005153181445296468e+03 9.992634496336444405e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999990492753385070e+02
9.792000000000000000e+03 7.005309428176969050e+03 9.992411340601672909e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999990204655002799e+02
1.008000000000000000e+04 7.005465680188942315e+03 9.992188187299061441e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999989916556620528e+02
1.036800000000000000e+04 7.005621937481452733e+03 9.991965036428615554e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999989628458238258e+02
1.065600000000000000e+04 7.005778200054737681e+03 9.991741887990338022e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999989340359855987e+02
1.094400000000000000e+04 7.005934467909032719e+03 9.991518741984233010e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999989052261473716e+02
1.123200000000000000e+04 7.006090741044575225e+03 9.991295598410304679e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999988764163091446e+02
1.152000000000000000e+04 7.006247019461602576e+03 9.991072457268557194e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999988476064709175e+02
1.180800000000000000e+04 7.006403303160351243e+03 9.990849318558994718e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999988187966326905e+02
1.209600000000000000e+04 7.006559592141057692e+03 9.990626182281620027e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999987899867944634e+02
1.238400000000000000e+04 7.006715886403958393e+03 9.990403048436438671e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999987611769562363e+02
1.267200000000000000e+04 7.006872185949290724e+03 9.990179917023453426e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999987323671180093e+02
1.296000000000000000e+04 7.007028490777292063e+03 9.989956788042668456e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999987035572797822e+02
1.324800000000000000e+04 7.007184800888198879e+03 9.989733661494089312e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999986747474415552e+02
1.353600000000000000e+04 7.007341116282247640e+03 9.989510537377718769e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999986459376033281e+02
1.382400000000000000e+04 7.007497436959675724e+03 9.989287415693559602e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999986171277651010e+02
1.411200000000000000e+04 7.007653762920719601e+03 9.989064296441617363e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999985883179268740e+02
1.440000000000000000e+04 7.007810094165616647e+03 9.988841179621896216e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999985595080886469e+02
1.468800000000000000e+04 7.007966430694603332e+03 9.988618065234398935e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999985306982504198e+02
1.497600000000000000e+04 7.008122772507917034e+03 9.988394953279131072e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999985018884121928e+02
1.526400000000000000e+04 7.008279119605795131e+03 9.988171843756095403e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999984730785739657e+02
1.555200000000000000e+04 7.008435471988474092e+03 9.987948736665296090e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999984442687357387e+02
1.584000000000000000e+04 7.008591829656190384e+03 9.987725632006737297e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999984154588975116e+02
1.612800000000000000e+04 7.008748192609181388e+03 9.987502529780423188e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999983866490592845e+02
1.641600000000000000e+04 7.008904560847684479e+03 9.987279429986356538e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999983578392210575e+02
1.670400000000000000e+04 7.009060934371936128e+03 9.987056332624542898e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999983290293828304e+02
1.699200000000000000e+04 7.009217313182173712e+03 9.986833237694985044e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999983002195446034e+02
1.728000000000000000e+04 7.009373697278634609e+03 9.986610145197688526e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999982714097063763e+02
1.756800000000000000e+04 7.009530086661555288e+03 9.986387055132656121e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999982425998681492e+02
1.785600000000000000e+04 7.009686481331173127e+03 9.986163967499891991e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999982137900299222e+02
1.814400000000000000e+04 7.009842881287725504e+03 9.985940882299400301e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999981849801916951e+02
1.843200000000000000e+04 7.009999286531448888e+03 9.985717799531185213e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999981561703534680e+02
1.872000000000000000e+04 7.010155697062580657e+03 9.985494719195249502e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999981273605152410e+02
1.900800000000000000e+04 7.010312112881358189e+03 9.985271641291598721e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999980985506770139e+02
1.929600000000000000e+04 7.010468533988018862e+03 9.985048565820235644e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999980697408387869e+02
1.958400000000000000e+04 7.010624960382799145e+03 9.984825492781165823e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999980409310005598e+02
1.987200000000000000e+04 7.010781392065936416e+03 9.984602422174392033e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999980121211623327e+02
2.016000000000000000e+04 7.010937829037668052e+03 9.984379353999918438e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999979833113241057e+02
2.044800000000000000e+04 7.011094271298231433e+03 9.984156288257749201e-02 1.705468055409796513e+00 5.235987755982988157e-01 6.981317007977317912e-01 1.999979545014858786e+02
